# SIMULATED DATA, procedural CMB-like field (NOT real Planck data)
# Generated by: /scripts/simulate/cmb_map.ts
# To replace with real Planck SMICA: see /scripts/fetch/cmb_map.md
# Real source: Planck 2018 results IV, A&A 641, A4
# Schema: x (Mollweide, -2..2), y (Mollweide, -1..1), t_uk (microkelvin)
# Grid: 480x240 Mollweide cells, 89876 interior points
x,y,t_uk
-0.8225,-0.7406,85.22
-0.8142,-0.7406,72.42
-0.8058,-0.7406,-161.37
-0.7975,-0.7406,-90.17
-0.7891,-0.7406,26.94
-0.7808,-0.7406,70.72
-0.7724,-0.7406,-0.12
-0.7641,-0.7406,-70.07
-0.7557,-0.7406,16.82
-0.7474,-0.7406,36.34
-0.7390,-0.7406,101.55
-0.7307,-0.7406,95.03
-0.7223,-0.7406,153.32
-0.7140,-0.7406,106.65
-0.7056,-0.7406,113.92
-0.6973,-0.7406,110.58
-0.6889,-0.7406,61.77
-0.6806,-0.7406,26.35
-0.6722,-0.7406,112.37
-0.6639,-0.7406,31.92
-0.6555,-0.7406,85.88
-0.6472,-0.7406,97.90
-0.6388,-0.7406,-15.66
-0.6305,-0.7406,-24.07
-0.6221,-0.7406,-105.68
-0.6138,-0.7406,142.04
-0.6054,-0.7406,140.95
-0.5971,-0.7406,4.55
-0.5887,-0.7406,-43.99
-0.5804,-0.7406,-87.02
-0.5720,-0.7406,93.00
-0.5637,-0.7406,52.38
-0.5553,-0.7406,188.11
-0.5470,-0.7406,105.44
-0.5386,-0.7406,-11.31
-0.5303,-0.7406,13.06
-0.5219,-0.7406,110.45
-0.5136,-0.7406,59.48
-0.5052,-0.7406,62.21
-0.4969,-0.7406,21.66
-0.4885,-0.7406,46.17
-0.4802,-0.7406,232.92
-0.4718,-0.7406,78.15
-0.4635,-0.7406,-53.21
-0.4551,-0.7406,78.38
-0.4468,-0.7406,37.83
-0.4384,-0.7406,-60.73
-0.4301,-0.7406,-79.77
-0.4217,-0.7406,-91.66
-0.4134,-0.7406,72.10
-0.4050,-0.7406,171.14
-0.3967,-0.7406,-10.18
-0.3883,-0.7406,104.48
-0.3800,-0.7406,-7.02
-0.3716,-0.7406,35.47
-0.3633,-0.7406,-87.75
-0.3549,-0.7406,2.43
-0.3466,-0.7406,98.50
-0.3382,-0.7406,-13.84
-0.3299,-0.7406,-56.55
-0.3215,-0.7406,-35.85
-0.3132,-0.7406,67.14
-0.3048,-0.7406,-18.40
-0.2965,-0.7406,20.64
-0.2881,-0.7406,-33.07
-0.2797,-0.7406,29.66
-0.2714,-0.7406,61.05
-0.2630,-0.7406,120.40
-0.2547,-0.7406,-123.26
-0.2463,-0.7406,-118.98
-0.2380,-0.7406,46.28
-0.2296,-0.7406,58.88
-0.2213,-0.7406,68.19
-0.2129,-0.7406,-89.59
-0.2046,-0.7406,-132.19
-0.1962,-0.7406,64.48
-0.1879,-0.7406,123.23
-0.1795,-0.7406,85.10
-0.1712,-0.7406,-97.00
-0.1628,-0.7406,35.42
-0.1545,-0.7406,-54.71
-0.1461,-0.7406,-84.00
-0.1378,-0.7406,134.96
-0.1294,-0.7406,-25.45
-0.1211,-0.7406,121.92
-0.1127,-0.7406,90.43
-0.1044,-0.7406,-20.19
-0.0960,-0.7406,60.61
-0.0877,-0.7406,-40.14
-0.0793,-0.7406,82.05
-0.0710,-0.7406,-67.23
-0.0626,-0.7406,91.54
-0.0543,-0.7406,-106.60
-0.0459,-0.7406,-54.85
-0.0376,-0.7406,88.62
-0.0292,-0.7406,48.86
-0.0209,-0.7406,7.47
-0.0125,-0.7406,-61.68
-0.0042,-0.7406,116.79
0.0042,-0.7406,-0.13
0.0125,-0.7406,18.43
0.0209,-0.7406,131.13
0.0292,-0.7406,16.52
0.0376,-0.7406,12.48
0.0459,-0.7406,138.22
0.0543,-0.7406,86.44
0.0626,-0.7406,37.25
0.0710,-0.7406,-0.65
0.0793,-0.7406,184.06
0.0877,-0.7406,-56.89
0.0960,-0.7406,96.50
0.1044,-0.7406,-81.27
0.1127,-0.7406,35.38
0.1211,-0.7406,-22.23
0.1294,-0.7406,0.75
0.1378,-0.7406,-113.65
0.1461,-0.7406,-37.86
0.1545,-0.7406,43.31
0.1628,-0.7406,146.55
0.1712,-0.7406,127.64
0.1795,-0.7406,101.93
0.1879,-0.7406,-4.38
0.1962,-0.7406,-1.31
0.2046,-0.7406,65.44
0.2129,-0.7406,43.92
0.2213,-0.7406,49.37
0.2296,-0.7406,157.71
0.2380,-0.7406,209.11
0.2463,-0.7406,65.72
0.2547,-0.7406,75.06
0.2630,-0.7406,44.34
0.2714,-0.7406,46.35
0.2797,-0.7406,148.78
0.2881,-0.7406,80.40
0.2965,-0.7406,8.00
0.3048,-0.7406,68.44
0.3132,-0.7406,-43.66
0.3215,-0.7406,14.39
0.3299,-0.7406,21.39
0.3382,-0.7406,82.53
0.3466,-0.7406,30.94
0.3549,-0.7406,0.29
0.3633,-0.7406,-9.36
0.3716,-0.7406,70.84
0.3800,-0.7406,113.32
0.3883,-0.7406,-100.31
0.3967,-0.7406,108.50
0.4050,-0.7406,-46.25
0.4134,-0.7406,-34.31
0.4217,-0.7406,-43.23
0.4301,-0.7406,100.55
0.4384,-0.7406,-38.37
0.4468,-0.7406,32.87
0.4551,-0.7406,12.54
0.4635,-0.7406,7.96
0.4718,-0.7406,59.46
0.4802,-0.7406,-83.18
0.4885,-0.7406,133.98
0.4969,-0.7406,77.65
0.5052,-0.7406,-81.79
0.5136,-0.7406,-20.14
0.5219,-0.7406,42.62
0.5303,-0.7406,-43.98
0.5386,-0.7406,-140.99
0.5470,-0.7406,-27.16
0.5553,-0.7406,-148.26
0.5637,-0.7406,70.21
0.5720,-0.7406,-25.24
0.5804,-0.7406,102.14
0.5887,-0.7406,-149.51
0.5971,-0.7406,78.62
0.6054,-0.7406,1.66
0.6138,-0.7406,-150.31
0.6221,-0.7406,52.98
0.6305,-0.7406,25.95
0.6388,-0.7406,57.15
0.6472,-0.7406,16.16
0.6555,-0.7406,18.23
0.6639,-0.7406,-85.20
0.6722,-0.7406,-159.78
0.6806,-0.7406,4.02
0.6889,-0.7406,-42.85
0.6973,-0.7406,-162.85
0.7056,-0.7406,115.47
0.7140,-0.7406,45.80
0.7223,-0.7406,-202.36
0.7307,-0.7406,-153.64
0.7390,-0.7406,-70.98
0.7474,-0.7406,50.83
0.7557,-0.7406,-78.53
0.7641,-0.7406,-25.99
0.7724,-0.7406,-9.08
0.7808,-0.7406,-47.37
0.7891,-0.7406,-57.91
0.7975,-0.7406,49.18
0.8058,-0.7406,-210.43
0.8142,-0.7406,-96.76
0.8225,-0.7406,-160.73
0.8309,-0.7406,-178.85
0.8392,-0.7406,-191.70
0.8476,-0.7406,-50.82
0.8559,-0.7406,21.79
0.8643,-0.7406,51.59
0.8727,-0.7406,-144.08
0.8810,-0.7406,-42.90
0.8894,-0.7406,-1.90
0.8977,-0.7406,-0.27
0.9061,-0.7406,-92.37
0.9144,-0.7406,37.59
0.9228,-0.7406,-64.03
0.9311,-0.7406,77.51
0.9395,-0.7406,-47.96
0.9478,-0.7406,-113.77
0.9562,-0.7406,-257.51
0.9645,-0.7406,-183.08
0.9729,-0.7406,-90.45
0.9812,-0.7406,30.76
0.9896,-0.7406,-99.26
0.9979,-0.7406,-101.30
1.0063,-0.7406,-207.27
1.0146,-0.7406,-41.41
1.0230,-0.7406,-52.11
1.0313,-0.7406,-86.12
1.0397,-0.7406,-191.13
1.0480,-0.7406,-67.07
1.0564,-0.7406,-16.33
1.0647,-0.7406,-134.56
1.0731,-0.7406,-35.94
1.0814,-0.7406,31.53
1.0898,-0.7406,-165.66
1.0981,-0.7406,-57.31
1.1065,-0.7406,89.41
1.1148,-0.7406,-195.18
1.1232,-0.7406,-84.65
1.1315,-0.7406,-36.00
1.1399,-0.7406,-114.30
1.1482,-0.7406,-53.47
1.1566,-0.7406,-138.97
1.1649,-0.7406,-93.13
1.1733,-0.7406,45.90
1.1816,-0.7406,25.40
1.1900,-0.7406,-226.84
1.1983,-0.7406,-134.71
1.2067,-0.7406,-87.45
1.2150,-0.7406,-13.43
1.2234,-0.7406,166.13
1.2317,-0.7406,-9.10
1.2401,-0.7406,14.11
1.2484,-0.7406,81.28
1.2568,-0.7406,36.73
1.2651,-0.7406,88.22
1.2735,-0.7406,-13.90
1.2818,-0.7406,-5.37
1.2902,-0.7406,59.21
1.2985,-0.7406,-17.95
1.3069,-0.7406,12.28
1.3152,-0.7406,30.24
1.3236,-0.7406,-23.13
1.3319,-0.7406,21.16
1.3403,-0.7406,-170.19
-1.3570,-0.7322,200.43
-1.3486,-0.7322,-42.89
-1.3403,-0.7322,43.94
-1.3319,-0.7322,220.19
-1.3236,-0.7322,127.69
-1.3152,-0.7322,-45.01
-1.3069,-0.7322,-82.08
-1.2985,-0.7322,-66.66
-1.2902,-0.7322,177.80
-1.2818,-0.7322,157.72
-1.2735,-0.7322,41.69
-1.2651,-0.7322,-14.24
-1.2568,-0.7322,113.24
-1.2484,-0.7322,42.48
-1.2401,-0.7322,-11.84
-1.2317,-0.7322,-11.66
-1.2234,-0.7322,176.69
-1.2150,-0.7322,146.11
-1.2067,-0.7322,92.92
-1.1983,-0.7322,-165.14
-1.1900,-0.7322,-104.41
-1.1816,-0.7322,79.91
-1.1733,-0.7322,5.67
-1.1649,-0.7322,-76.57
-1.1566,-0.7322,113.00
-1.1482,-0.7322,90.32
-1.1399,-0.7322,53.62
-1.1315,-0.7322,19.86
-1.1232,-0.7322,-4.81
-1.1148,-0.7322,-78.50
-1.1065,-0.7322,-97.74
-1.0981,-0.7322,-36.16
-1.0898,-0.7322,106.53
-1.0814,-0.7322,-25.77
-1.0731,-0.7322,106.78
-1.0647,-0.7322,51.24
-1.0564,-0.7322,-168.16
-1.0480,-0.7322,36.61
-1.0397,-0.7322,-9.84
-1.0313,-0.7322,31.11
-1.0230,-0.7322,-24.59
-1.0146,-0.7322,-58.21
-1.0063,-0.7322,83.71
-0.9979,-0.7322,14.02
-0.9896,-0.7322,40.24
-0.9812,-0.7322,-62.05
-0.9729,-0.7322,-112.08
-0.9645,-0.7322,57.27
-0.9562,-0.7322,59.02
-0.9478,-0.7322,42.31
-0.9395,-0.7322,0.46
-0.9311,-0.7322,-61.54
-0.9228,-0.7322,66.90
-0.9144,-0.7322,-50.07
-0.9061,-0.7322,-108.54
-0.8977,-0.7322,-42.19
-0.8894,-0.7322,58.41
-0.8810,-0.7322,57.37
-0.8727,-0.7322,18.02
-0.8643,-0.7322,0.96
-0.8559,-0.7322,-41.33
-0.8476,-0.7322,24.05
-0.8392,-0.7322,-0.77
-0.8309,-0.7322,45.25
-0.8225,-0.7322,-55.29
-0.8142,-0.7322,-29.24
-0.8058,-0.7322,-29.13
-0.7975,-0.7322,69.44
-0.7891,-0.7322,-26.11
-0.7808,-0.7322,-1.71
-0.7724,-0.7322,125.54
-0.7641,-0.7322,57.99
-0.7557,-0.7322,-164.95
-0.7474,-0.7322,-67.88
-0.7390,-0.7322,98.76
-0.7307,-0.7322,8.87
-0.7223,-0.7322,-71.80
-0.7140,-0.7322,95.06
-0.7056,-0.7322,-23.97
-0.6973,-0.7322,4.03
-0.6889,-0.7322,-15.68
-0.6806,-0.7322,74.86
-0.6722,-0.7322,64.82
-0.6639,-0.7322,68.31
-0.6555,-0.7322,35.07
-0.6472,-0.7322,-32.79
-0.6388,-0.7322,24.51
-0.6305,-0.7322,-145.00
-0.6221,-0.7322,31.98
-0.6138,-0.7322,-10.25
-0.6054,-0.7322,26.16
-0.5971,-0.7322,-35.08
-0.5887,-0.7322,190.82
-0.5804,-0.7322,130.01
-0.5720,-0.7322,4.74
-0.5637,-0.7322,24.25
-0.5553,-0.7322,124.42
-0.5470,-0.7322,64.32
-0.5386,-0.7322,58.68
-0.5303,-0.7322,-59.54
-0.5219,-0.7322,-55.63
-0.5136,-0.7322,12.46
-0.5052,-0.7322,48.50
-0.4969,-0.7322,7.35
-0.4885,-0.7322,107.90
-0.4802,-0.7322,-33.97
-0.4718,-0.7322,23.63
-0.4635,-0.7322,33.07
-0.4551,-0.7322,2.53
-0.4468,-0.7322,10.08
-0.4384,-0.7322,70.76
-0.4301,-0.7322,-54.52
-0.4217,-0.7322,52.56
-0.4134,-0.7322,-7.84
-0.4050,-0.7322,23.57
-0.3967,-0.7322,-53.96
-0.3883,-0.7322,-66.35
-0.3800,-0.7322,-23.77
-0.3716,-0.7322,4.20
-0.3633,-0.7322,51.87
-0.3549,-0.7322,-41.28
-0.3466,-0.7322,-7.58
-0.3382,-0.7322,-179.74
-0.3299,-0.7322,-111.05
-0.3215,-0.7322,-46.27
-0.3132,-0.7322,69.84
-0.3048,-0.7322,-63.86
-0.2965,-0.7322,98.02
-0.2881,-0.7322,138.65
-0.2797,-0.7322,-48.33
-0.2714,-0.7322,-0.73
-0.2630,-0.7322,-6.24
-0.2547,-0.7322,-43.30
-0.2463,-0.7322,77.30
-0.2380,-0.7322,142.25
-0.2296,-0.7322,9.79
-0.2213,-0.7322,138.13
-0.2129,-0.7322,33.55
-0.2046,-0.7322,-40.66
-0.1962,-0.7322,94.73
-0.1879,-0.7322,30.69
-0.1795,-0.7322,-24.92
-0.1712,-0.7322,78.72
-0.1628,-0.7322,-42.55
-0.1545,-0.7322,-62.10
-0.1461,-0.7322,-68.17
-0.1378,-0.7322,15.95
-0.1294,-0.7322,20.84
-0.1211,-0.7322,60.09
-0.1127,-0.7322,-38.16
-0.1044,-0.7322,-100.67
-0.0960,-0.7322,6.70
-0.0877,-0.7322,25.50
-0.0793,-0.7322,51.99
-0.0710,-0.7322,27.63
-0.0626,-0.7322,-93.45
-0.0543,-0.7322,-97.24
-0.0459,-0.7322,56.60
-0.0376,-0.7322,106.42
-0.0292,-0.7322,-25.68
-0.0209,-0.7322,75.17
-0.0125,-0.7322,27.42
-0.0042,-0.7322,62.13
0.0042,-0.7322,129.31
0.0125,-0.7322,-50.73
0.0209,-0.7322,-204.38
0.0292,-0.7322,50.74
0.0376,-0.7322,1.47
0.0459,-0.7322,82.96
0.0543,-0.7322,9.92
0.0626,-0.7322,113.70
0.0710,-0.7322,109.24
0.0793,-0.7322,-13.88
0.0877,-0.7322,28.01
0.0960,-0.7322,86.10
0.1044,-0.7322,28.79
0.1127,-0.7322,163.24
0.1211,-0.7322,27.28
0.1294,-0.7322,134.37
0.1378,-0.7322,227.23
0.1461,-0.7322,-49.47
0.1545,-0.7322,-14.37
0.1628,-0.7322,95.91
0.1712,-0.7322,89.93
0.1795,-0.7322,83.88
0.1879,-0.7322,110.53
0.1962,-0.7322,-92.83
0.2046,-0.7322,40.59
0.2129,-0.7322,167.89
0.2213,-0.7322,172.92
0.2296,-0.7322,187.89
0.2380,-0.7322,77.96
0.2463,-0.7322,27.45
0.2547,-0.7322,-105.46
0.2630,-0.7322,124.51
0.2714,-0.7322,-62.93
0.2797,-0.7322,106.73
0.2881,-0.7322,99.81
0.2965,-0.7322,-65.08
0.3048,-0.7322,188.20
0.3132,-0.7322,95.47
0.3215,-0.7322,44.24
0.3299,-0.7322,27.57
0.3382,-0.7322,78.09
0.3466,-0.7322,29.70
0.3549,-0.7322,-10.61
0.3633,-0.7322,116.09
0.3716,-0.7322,-28.05
0.3800,-0.7322,-2.56
0.3883,-0.7322,-12.29
0.3967,-0.7322,46.84
0.4050,-0.7322,-59.23
0.4134,-0.7322,114.21
0.4217,-0.7322,-17.65
0.4301,-0.7322,48.55
0.4384,-0.7322,2.46
0.4468,-0.7322,15.78
0.4551,-0.7322,-60.03
0.4635,-0.7322,-50.20
0.4718,-0.7322,-68.84
0.4802,-0.7322,98.66
0.4885,-0.7322,-78.51
0.4969,-0.7322,106.22
0.5052,-0.7322,-31.46
0.5136,-0.7322,40.50
0.5219,-0.7322,41.67
0.5303,-0.7322,20.26
0.5386,-0.7322,-12.40
0.5470,-0.7322,-133.23
0.5553,-0.7322,14.80
0.5637,-0.7322,163.49
0.5720,-0.7322,13.22
0.5804,-0.7322,-53.52
0.5887,-0.7322,-35.64
0.5971,-0.7322,-178.88
0.6054,-0.7322,-105.83
0.6138,-0.7322,-109.24
0.6221,-0.7322,-6.39
0.6305,-0.7322,50.87
0.6388,-0.7322,-54.90
0.6472,-0.7322,-102.33
0.6555,-0.7322,7.12
0.6639,-0.7322,-19.00
0.6722,-0.7322,-139.66
0.6806,-0.7322,-14.35
0.6889,-0.7322,31.60
0.6973,-0.7322,-54.79
0.7056,-0.7322,-129.87
0.7140,-0.7322,20.57
0.7223,-0.7322,63.17
0.7307,-0.7322,-91.40
0.7390,-0.7322,-72.29
0.7474,-0.7322,-140.93
0.7557,-0.7322,24.15
0.7641,-0.7322,-50.06
0.7724,-0.7322,10.25
0.7808,-0.7322,-28.89
0.7891,-0.7322,-127.47
0.7975,-0.7322,-103.61
0.8058,-0.7322,-116.84
0.8142,-0.7322,-147.14
0.8225,-0.7322,-35.25
0.8309,-0.7322,-148.42
0.8392,-0.7322,-16.60
0.8476,-0.7322,-86.81
0.8559,-0.7322,-179.11
0.8643,-0.7322,-128.02
0.8727,-0.7322,-64.58
0.8810,-0.7322,26.86
0.8894,-0.7322,-109.72
0.8977,-0.7322,-84.10
0.9061,-0.7322,-58.11
0.9144,-0.7322,-30.96
0.9228,-0.7322,-96.15
0.9311,-0.7322,-62.07
0.9395,-0.7322,-56.71
0.9478,-0.7322,-104.54
0.9562,-0.7322,206.40
0.9645,-0.7322,8.38
0.9729,-0.7322,-121.91
0.9812,-0.7322,-152.25
0.9896,-0.7322,-80.35
0.9979,-0.7322,-117.39
1.0063,-0.7322,-101.82
1.0146,-0.7322,-32.89
1.0230,-0.7322,-166.23
1.0313,-0.7322,-241.35
1.0397,-0.7322,-145.99
1.0480,-0.7322,-83.51
1.0564,-0.7322,-63.45
1.0647,-0.7322,5.22
1.0731,-0.7322,23.19
1.0814,-0.7322,-193.64
1.0898,-0.7322,-116.48
1.0981,-0.7322,-36.77
1.1065,-0.7322,-66.47
1.1148,-0.7322,-15.86
1.1232,-0.7322,-47.00
1.1315,-0.7322,6.25
1.1399,-0.7322,78.58
1.1482,-0.7322,36.23
1.1566,-0.7322,86.25
1.1649,-0.7322,106.80
1.1733,-0.7322,-105.62
1.1816,-0.7322,72.05
1.1900,-0.7322,32.73
1.1983,-0.7322,-25.65
1.2067,-0.7322,76.46
1.2150,-0.7322,11.25
1.2234,-0.7322,-120.11
1.2317,-0.7322,126.65
1.2401,-0.7322,-121.03
1.2484,-0.7322,-26.51
1.2568,-0.7322,9.84
1.2651,-0.7322,37.34
1.2735,-0.7322,14.18
1.2818,-0.7322,-121.21
1.2902,-0.7322,106.94
1.2985,-0.7322,-12.21
1.3069,-0.7322,-102.03
1.3152,-0.7322,27.33
1.3236,-0.7322,-29.94
1.3319,-0.7322,-28.58
1.3403,-0.7322,-70.37
1.3486,-0.7322,-14.30
1.3570,-0.7322,-63.40
-1.3737,-0.7238,93.67
-1.3653,-0.7238,122.87
-1.3570,-0.7238,-124.82
-1.3486,-0.7238,106.30
-1.3403,-0.7238,-133.69
-1.3319,-0.7238,142.46
-1.3236,-0.7238,-48.44
-1.3152,-0.7238,37.69
-1.3069,-0.7238,21.19
-1.2985,-0.7238,-43.44
-1.2902,-0.7238,67.29
-1.2818,-0.7238,78.65
-1.2735,-0.7238,8.87
-1.2651,-0.7238,1.30
-1.2568,-0.7238,27.46
-1.2484,-0.7238,-14.70
-1.2401,-0.7238,-46.46
-1.2317,-0.7238,89.69
-1.2234,-0.7238,113.60
-1.2150,-0.7238,-16.24
-1.2067,-0.7238,22.75
-1.1983,-0.7238,-34.96
-1.1900,-0.7238,26.54
-1.1816,-0.7238,-97.45
-1.1733,-0.7238,40.21
-1.1649,-0.7238,94.52
-1.1566,-0.7238,124.35
-1.1482,-0.7238,-34.29
-1.1399,-0.7238,-116.27
-1.1315,-0.7238,-60.41
-1.1232,-0.7238,43.20
-1.1148,-0.7238,-32.94
-1.1065,-0.7238,124.85
-1.0981,-0.7238,-25.90
-1.0898,-0.7238,91.15
-1.0814,-0.7238,56.18
-1.0731,-0.7238,115.00
-1.0647,-0.7238,-28.81
-1.0564,-0.7238,-84.57
-1.0480,-0.7238,60.35
-1.0397,-0.7238,-82.47
-1.0313,-0.7238,75.79
-1.0230,-0.7238,38.51
-1.0146,-0.7238,-5.71
-1.0063,-0.7238,26.84
-0.9979,-0.7238,-46.33
-0.9896,-0.7238,-41.69
-0.9812,-0.7238,76.47
-0.9729,-0.7238,145.17
-0.9645,-0.7238,10.19
-0.9562,-0.7238,42.21
-0.9478,-0.7238,-109.18
-0.9395,-0.7238,63.89
-0.9311,-0.7238,-20.46
-0.9228,-0.7238,-2.14
-0.9144,-0.7238,114.28
-0.9061,-0.7238,-102.51
-0.8977,-0.7238,104.09
-0.8894,-0.7238,126.94
-0.8810,-0.7238,-137.63
-0.8727,-0.7238,-65.56
-0.8643,-0.7238,-54.14
-0.8559,-0.7238,55.11
-0.8476,-0.7238,54.61
-0.8392,-0.7238,17.99
-0.8309,-0.7238,27.01
-0.8225,-0.7238,-28.93
-0.8142,-0.7238,-22.46
-0.8058,-0.7238,-22.90
-0.7975,-0.7238,24.84
-0.7891,-0.7238,15.68
-0.7808,-0.7238,55.54
-0.7724,-0.7238,-2.51
-0.7641,-0.7238,6.60
-0.7557,-0.7238,-72.71
-0.7474,-0.7238,22.85
-0.7390,-0.7238,-122.96
-0.7307,-0.7238,-80.51
-0.7223,-0.7238,46.13
-0.7140,-0.7238,22.25
-0.7056,-0.7238,171.52
-0.6973,-0.7238,66.40
-0.6889,-0.7238,-69.36
-0.6806,-0.7238,145.11
-0.6722,-0.7238,56.50
-0.6639,-0.7238,-2.58
-0.6555,-0.7238,86.18
-0.6472,-0.7238,79.81
-0.6388,-0.7238,280.18
-0.6305,-0.7238,151.62
-0.6221,-0.7238,72.63
-0.6138,-0.7238,28.28
-0.6054,-0.7238,67.61
-0.5971,-0.7238,-27.74
-0.5887,-0.7238,-93.80
-0.5804,-0.7238,-13.61
-0.5720,-0.7238,21.66
-0.5637,-0.7238,-7.74
-0.5553,-0.7238,24.41
-0.5470,-0.7238,-30.30
-0.5386,-0.7238,-41.27
-0.5303,-0.7238,-61.99
-0.5219,-0.7238,44.72
-0.5136,-0.7238,88.04
-0.5052,-0.7238,-14.11
-0.4969,-0.7238,-71.77
-0.4885,-0.7238,82.16
-0.4802,-0.7238,55.28
-0.4718,-0.7238,122.22
-0.4635,-0.7238,12.78
-0.4551,-0.7238,55.40
-0.4468,-0.7238,25.16
-0.4384,-0.7238,-29.30
-0.4301,-0.7238,-19.26
-0.4217,-0.7238,2.33
-0.4134,-0.7238,97.75
-0.4050,-0.7238,33.37
-0.3967,-0.7238,131.55
-0.3883,-0.7238,151.05
-0.3800,-0.7238,-101.20
-0.3716,-0.7238,42.13
-0.3633,-0.7238,-146.58
-0.3549,-0.7238,-44.40
-0.3466,-0.7238,10.45
-0.3382,-0.7238,-24.34
-0.3299,-0.7238,-50.31
-0.3215,-0.7238,-42.69
-0.3132,-0.7238,21.79
-0.3048,-0.7238,-78.63
-0.2965,-0.7238,38.22
-0.2881,-0.7238,-39.39
-0.2797,-0.7238,19.09
-0.2714,-0.7238,-42.69
-0.2630,-0.7238,5.90
-0.2547,-0.7238,-82.42
-0.2463,-0.7238,-17.08
-0.2380,-0.7238,-59.33
-0.2296,-0.7238,127.90
-0.2213,-0.7238,-138.39
-0.2129,-0.7238,-117.87
-0.2046,-0.7238,-18.06
-0.1962,-0.7238,-59.66
-0.1879,-0.7238,58.52
-0.1795,-0.7238,-187.22
-0.1712,-0.7238,-48.52
-0.1628,-0.7238,81.64
-0.1545,-0.7238,-98.58
-0.1461,-0.7238,171.69
-0.1378,-0.7238,-143.35
-0.1294,-0.7238,-68.42
-0.1211,-0.7238,5.73
-0.1127,-0.7238,131.90
-0.1044,-0.7238,103.93
-0.0960,-0.7238,155.27
-0.0877,-0.7238,-58.53
-0.0793,-0.7238,99.84
-0.0710,-0.7238,8.52
-0.0626,-0.7238,-38.41
-0.0543,-0.7238,118.60
-0.0459,-0.7238,142.10
-0.0376,-0.7238,75.18
-0.0292,-0.7238,-80.86
-0.0209,-0.7238,-44.74
-0.0125,-0.7238,158.86
-0.0042,-0.7238,109.99
0.0042,-0.7238,3.14
0.0125,-0.7238,169.02
0.0209,-0.7238,-48.70
0.0292,-0.7238,85.07
0.0376,-0.7238,105.91
0.0459,-0.7238,-5.00
0.0543,-0.7238,85.63
0.0626,-0.7238,127.63
0.0710,-0.7238,61.39
0.0793,-0.7238,88.96
0.0877,-0.7238,-15.00
0.0960,-0.7238,-32.69
0.1044,-0.7238,54.74
0.1127,-0.7238,-13.99
0.1211,-0.7238,34.26
0.1294,-0.7238,103.38
0.1378,-0.7238,-44.26
0.1461,-0.7238,-2.55
0.1545,-0.7238,59.95
0.1628,-0.7238,53.63
0.1712,-0.7238,64.61
0.1795,-0.7238,-7.89
0.1879,-0.7238,12.36
0.1962,-0.7238,60.29
0.2046,-0.7238,-49.88
0.2129,-0.7238,69.60
0.2213,-0.7238,-113.07
0.2296,-0.7238,130.81
0.2380,-0.7238,51.79
0.2463,-0.7238,105.73
0.2547,-0.7238,-84.16
0.2630,-0.7238,128.56
0.2714,-0.7238,110.55
0.2797,-0.7238,0.45
0.2881,-0.7238,183.24
0.2965,-0.7238,-56.68
0.3048,-0.7238,-68.54
0.3132,-0.7238,11.62
0.3215,-0.7238,-2.80
0.3299,-0.7238,-2.41
0.3382,-0.7238,-28.06
0.3466,-0.7238,-93.18
0.3549,-0.7238,38.01
0.3633,-0.7238,76.79
0.3716,-0.7238,103.43
0.3800,-0.7238,33.50
0.3883,-0.7238,66.73
0.3967,-0.7238,47.92
0.4050,-0.7238,-50.26
0.4134,-0.7238,76.69
0.4217,-0.7238,0.53
0.4301,-0.7238,-58.08
0.4384,-0.7238,-18.33
0.4468,-0.7238,79.33
0.4551,-0.7238,148.07
0.4635,-0.7238,18.44
0.4718,-0.7238,32.66
0.4802,-0.7238,43.25
0.4885,-0.7238,109.86
0.4969,-0.7238,-74.37
0.5052,-0.7238,73.10
0.5136,-0.7238,-144.75
0.5219,-0.7238,-122.90
0.5303,-0.7238,-146.42
0.5386,-0.7238,-35.72
0.5470,-0.7238,-56.05
0.5553,-0.7238,67.37
0.5637,-0.7238,-20.27
0.5720,-0.7238,16.62
0.5804,-0.7238,1.45
0.5887,-0.7238,-43.26
0.5971,-0.7238,26.87
0.6054,-0.7238,-87.03
0.6138,-0.7238,5.00
0.6221,-0.7238,32.48
0.6305,-0.7238,-171.70
0.6388,-0.7238,65.89
0.6472,-0.7238,26.95
0.6555,-0.7238,-60.98
0.6639,-0.7238,-62.93
0.6722,-0.7238,-63.24
0.6806,-0.7238,-172.89
0.6889,-0.7238,-68.44
0.6973,-0.7238,95.93
0.7056,-0.7238,-58.35
0.7140,-0.7238,-179.32
0.7223,-0.7238,-81.06
0.7307,-0.7238,163.60
0.7390,-0.7238,122.04
0.7474,-0.7238,-10.78
0.7557,-0.7238,18.24
0.7641,-0.7238,-83.20
0.7724,-0.7238,-43.80
0.7808,-0.7238,111.44
0.7891,-0.7238,47.88
0.7975,-0.7238,-46.46
0.8058,-0.7238,-85.61
0.8142,-0.7238,13.65
0.8225,-0.7238,102.41
0.8309,-0.7238,-18.00
0.8392,-0.7238,70.64
0.8476,-0.7238,45.55
0.8559,-0.7238,-134.07
0.8643,-0.7238,-98.03
0.8727,-0.7238,-43.99
0.8810,-0.7238,80.84
0.8894,-0.7238,-102.38
0.8977,-0.7238,-1.57
0.9061,-0.7238,-93.74
0.9144,-0.7238,-46.37
0.9228,-0.7238,-148.65
0.9311,-0.7238,-189.25
0.9395,-0.7238,-15.31
0.9478,-0.7238,-105.33
